tconst,name,genre,film year,rating,nconst,Primary Actor Relative Ratings,Primary Actor Relative Ratings - Mean,Primary Actor Relative Ratings - Std Dev
tt14730032,Phenomenon Blade Runner,['Documentary'],2021,6.7,['nm0000148'],[-0.3982735409555911],-0.3982735409555911,0.0
tt15311622,The Story of the Faithful Wookiee,"['Animation', 'Sci-Fi', 'Short']",1978,6.1,['nm0000148'],[-0.5629963791853104],-0.5629963791853104,0.0
tt1540522,Episode dated 17 November 2009,['News'],2009,7.9,['nm0000148'],[0.6553428060120492],0.6553428060120492,0.0
tt1555759,Wings Over the Rockies,"['Documentary', 'Short']",2009,6.4,['nm0000148'],[-0.5508351781299188],-0.5508351781299188,0.0
tt1594390,Brace for Impact: The Chesley B. Sullenberger Story,['Documentary'],2010,6.3,['nm0000148'],[-0.6386365403772228],-0.6386365403772228,0.0
tt1655441,The Age of Adaline,"['Drama', 'Fantasy', 'Romance']",2015,7.2,['nm0000148'],[0.0481227669187647],0.0481227669187647,0.0
tt1731141,Ender's Game,"['Action', 'Adventure', 'Sci-Fi']",2013,6.6,['nm0000148'],[-0.4195694334623453],-0.4195694334623453,0.0
tt1758468,Harrison Ford,"['Comedy', 'News', 'Talk-Show']",2010,7.6,['nm0000148'],[0.4067177125458159],0.4067177125458159,0.0
tt1759843,A Fistful of Chowder,"['Comedy', 'Music', 'Talk-Show']",2010,8.4,['nm0000148'],[1.0500126374215328],1.0500126374215328,0.0
tt1854245,Best in Film: The Greatest Movies of Our Time,['Documentary'],2011,5.8,['nm0000148'],[-1.048085365062384],-1.048085365062384,0.0
tt1856101,Blade Runner 2049,"['Action', 'Drama', 'Mystery']",2017,8.0,['nm0000148'],[0.6766386985188034],0.6766386985188034,0.0
tt2005516,The Silvery Thistles of St. Lispmoor,"['Comedy', 'Music', 'Talk-Show']",2011,8.1,['nm0000148'],[0.8013875439553002],0.8013875439553002,0.0
tt2213882,Conversations with Jon Favreau,['\\\\N'],2011,6.0,['nm0000148'],[-0.8872616338434547],-0.8872616338434547,0.0
tt2669040,On Set with 'Raiders of the Lost Ark',['Documentary'],2012,7.9,['nm0000148'],[0.6331743160985326],0.6331743160985326,0.0
tt2676292,Cowboys and Aliens,"['Documentary', 'Short']",2011,6.2,['nm0000148'],[-0.7264379026245256],-0.7264379026245256,0.0
tt2723692,Blu-ray: Pack Indiana Jones,"['Comedy', 'History']",2013,4.6,['nm0000148'],[-2.027806745651636],-2.027806745651636,0.0
tt2824094,Episode #10.371,"['Comedy', 'Music', 'Talk-Show']",2013,6.4,['nm0000148'],[-0.5803931646812739],-0.5803931646812739,0.0
tt2963070,Years of Living Dangerously,['Documentary'],2014,8.5,['nm0000148'],[1.100866516479642],1.100866516479642,0.0
tt3080416,42: The Jackie Robinson Story,"['Sport', 'Talk-Show']",2013,8.8,['nm0000148'],[1.3494916099458751],1.3494916099458751,0.0
tt3112388,Goodfellas 2: Betterfellas,"['Comedy', 'Music', 'Talk-Show']",2013,8.6,['nm0000148'],[1.1886678787269451],1.1886678787269451,0.0
tt3245224,aus Bremen 2013,"['Comedy', 'Game-Show', 'Music']",2013,5.8,['nm0000148'],[-1.0628643583380617],-1.0628643583380617,0.0
tt3256374,Harrison Ford/Benedict Cumberbatch/Jack Whitehall/James Blunt,"['Comedy', 'Music', 'Talk-Show']",2013,8.9,['nm0000148'],[1.4299034755553397],1.4299034755553397,0.0
tt3325392,Dalai Lama Awakening,['Documentary'],2014,7.5,['nm0000148'],[0.2967478603849966],0.2967478603849966,0.0
tt3667700,Dry Season,['Documentary'],2014,7.8,['nm0000148'],[0.5379834572133901],0.5379834572133901,0.0
tt3675354,End of the Woods,['Documentary'],2014,7.9,['nm0000148'],[0.618395322822855],0.618395322822855,0.0
tt3915966,Living in the Age of Airplanes,['Documentary'],2015,7.4,['nm0000148'],[0.2089464981376939],0.2089464981376939,0.0
tt4028978,A Long Time Ago...: The Story of Star Wars,"['Biography', 'Documentary', 'Music']",1999,8.2,['nm0000148'],[0.9704733692188297],0.9704733692188297,0.0
tt4967876,The Making of 'The Empire Strikes Back',['Documentary'],1980,8.3,['nm0000148'],[1.1912856709472326],1.1912856709472326,0.0
tt5113040,The Secret Life of Pets 2,"['Adventure', 'Animation', 'Comedy']",2019,6.5,['nm0000148'],[-0.5443182788988421],-0.5443182788988421,0.0
tt5121330,Harrison Ford/Katie Lowes,"['Comedy', 'Music', 'Talk-Show']",2015,6.6,['nm0000148'],[-0.4343484267380229],-0.4343484267380229,0.0
tt5206542,Blade Runner: On the Set,['Short'],1982,7.8,['nm0000148'],[0.7744473496242317],0.7744473496242317,0.0
tt5218842,Harrison Ford/Seth MacFarlane/JoJo,"['Comedy', 'Music', 'Talk-Show']",2015,6.6,['nm0000148'],[-0.4343484267380229],-0.4343484267380229,0.0
tt5265276,The Cast of 'Star Wars: The Force Awakens',"['Comedy', 'Music', 'Talk-Show']",2015,8.3,['nm0000148'],[0.9326532886228752],0.9326532886228752,0.0
tt5271190,On the Run with 'the Fugitive',['Short'],2001,8.1,['nm0000148'],[0.8752825103336878],0.8752825103336878,0.0
tt5280768,Star Wars at the BBC,"['Documentary', 'Sci-Fi', 'Short']",2015,5.9,['nm0000148'],[-0.997231486004274],-0.997231486004274,0.0
tt5296802,Travel with Indiana Jones: Locations,['Short'],2008,7.4,['nm0000148'],[0.2606729746025656],0.2606729746025656,0.0
tt5296910,The Making of the Kingdom of the Crystal Skull,['Short'],2012,7.0,['nm0000148'],[-0.0905324743866485],-0.0905324743866485,0.0
tt5483828,Harrison Ford/Elizabeth Olsen/Cam,"['Comedy', 'Music', 'Talk-Show']",2016,5.1,['nm0000148'],[-1.64791590751783],-1.64791590751783,0.0
tt5532610,Secrets of the Force Awakens: A Cinematic Journey,['Documentary'],2016,7.5,['nm0000148'],[0.2819688671093191],0.2819688671093191,0.0
tt5535056,Anthony Anderson/Harrison Ford/Novak Djokovic/Lucius,"['Comedy', 'Talk-Show']",2016,6.6,['nm0000148'],[-0.441737923375862],-0.441737923375862,0.0
tt5613052,Star Wars: Episode VII - The Force Awakens: The Story Awakens - The Table Read,"['Documentary', 'Short']",2016,7.3,['nm0000148'],[0.1211451358903899],0.1211451358903899,0.0
tt5794740,Mother Nature,['Short'],2014,9.3,['nm0000148'],[1.7441614413553588],1.7441614413553588,0.0
tt5794788,The Ocean,['Short'],2014,8.3,['nm0000148'],[0.9400427852607136],0.9400427852607136,0.0
tt5795208,Water,['Short'],2014,7.7,['nm0000148'],[0.4575715916039258],0.4575715916039258,0.0
tt5796362,The Redwood,['Short'],2014,8.8,"['nm0000148', 'nm0000602']","[1.3421021133080362, 1.709993378917528]",1.526047746112782,0.1839456328047458
tt5798380,Coral Reef,['Short'],2014,9.0,['nm0000148'],[1.5029258445269646],1.5029258445269646,0.0
tt5799270,Flower,['Short'],2014,9.2,['nm0000148'],[1.663749575745893],1.663749575745893,0.0
tt5974968,The Scavenger & the Stormtrooper: A Conversation with Daisy Ridley and John Boyega,"['Documentary', 'Short']",2016,6.5,['nm0000148'],[-0.5221497889853262],-0.5221497889853262,0.0
tt5998632,Episode VI: Crew and Cast Interviews,"['Documentary', 'Short']",2011,8.8,['nm0000148'],[1.3642706032215528],1.3642706032215528,0.0
tt6010312,Raiders of the Lost Ark: An Introduction,"['Documentary', 'Short']",2008,8.0,['nm0000148'],[0.7431441682593526],0.7431441682593526,0.0
tt6010316,Temple of Doom: An Introduction,"['Documentary', 'Short']",2008,8.2,['nm0000148'],[0.903967899478281],0.903967899478281,0.0
tt6010324,The Last Crusade: An Introduction,"['Documentary', 'Short']",2008,8.0,['nm0000148'],[0.7431441682593526],0.7431441682593526,0.0
tt6342710,The Force Awakens: Dressing the Galaxy,"['Documentary', 'Short']",2016,6.6,['nm0000148'],[-0.441737923375862],-0.441737923375862,0.0
tt6342798,The Force Awakens: Force for Change,['Short'],2016,5.7,['nm0000148'],[-1.1654447138610424],-1.1654447138610424,0.0
tt7410968,Harrison Ford/Rachel Maddow/Kid Golfers/Charli XCX,"['Comedy', 'Music', 'Talk-Show']",2017,6.7,['nm0000148'],[-0.3687155544042354],-0.3687155544042354,0.0
tt7413860,Harrison Ford/Ryan Gosling/Reese Witherspoon/Margot Robbie/Bananarama,"['Comedy', 'Music', 'Talk-Show']",2017,8.2,['nm0000148'],[0.8374624297377319],0.8374624297377319,0.0
tt7457050,Harrison Ford/Laura Dern,"['Comedy', 'Talk-Show']",2017,8.0,['nm0000148'],[0.6766386985188034],0.6766386985188034,0.0
tt7457634,Anita Tries to Ruin Blade Runner Just Like Everything Else She Does,"['Comedy', 'News', 'Short']",2017,7.0,['nm0000148'],[-0.1274799575758419],-0.1274799575758419,0.0
tt7491656,Blade Runner 2049 Movie Special,"['Documentary', 'Sci-Fi', 'Short']",2017,7.6,['nm0000148'],[0.3549912360809449],0.3549912360809449,0.0
tt7504726,The Call of the Wild,"['Adventure', 'Drama', 'Family']",2020,6.8,['nm0000148'],[-0.3104721787082878],-0.3104721787082878,0.0
tt7879362,Blade Runner 2049: To Be Human: - Casting Blade Runner 2049,"['Documentary', 'Short']",2018,7.3,['nm0000148'],[0.1063661426147123],0.1063661426147123,0.0
tt8151756,Designing the World of Blade Runner 2049,"['Documentary', 'Short']",2018,7.6,['nm0000148'],[0.3476017394431058],0.3476017394431058,0.0
tt8242754,Blade Runner 101,"['Documentary', 'Short']",2018,7.0,['nm0000148'],[-0.134869454213681],-0.134869454213681,0.0
tt8242926,Fights of the Future: The Action of 'Blade Runner 2049',"['Documentary', 'Short']",2018,7.0,['nm0000148'],[-0.134869454213681],-0.134869454213681,0.0
tt8242934,Dressing the Skin: The Fashion of 'Blade Runner 2049',"['Documentary', 'Short']",2018,7.1,['nm0000148'],[-0.0544575886042168],-0.0544575886042168,0.0
tt8242954,Blade Runner 2049: Two Become One,"['Documentary', 'Short']",2018,7.4,['nm0000148'],[0.1867780082241773],0.1867780082241773,0.0
tt8263928,Star Wars Vs. Star Trek,['Biography'],2002,6.6,['nm0000148'],[-0.3382849704461186],-0.3382849704461186,0.0
tt8925010,Star Wars: Episode VI - Return of the Jedi: Deleted Scenes,"['Action', 'Drama', 'Sci-Fi']",2011,8.3,['nm0000148'],[0.96221127517423],0.96221127517423,0.0
tt9395794,Armstrong,"['Biography', 'Documentary']",2019,7.0,['nm0000148'],[-0.1422589508515194],-0.1422589508515194,0.0
tt9891640,Sergio Mendes in the Key of Joy,"['Biography', 'Documentary', 'Music']",2020,8.2,['nm0000148'],[0.8152939398242153],0.8152939398242153,0.0
tt0009475,A Pair of Silk Stockings,"['Comedy', 'Romance']",1918,4.6,['nm0000148'],[-1.3258045650569517],-1.3258045650569517,0.0
tt0009492,A Petticoat Pilot,"['Comedy', 'Drama']",1918,7.4,['nm0000148'],[0.9257276720080558],0.9257276720080558,0.0
tt0009666,Such a Little Pirate,['Adventure'],1918,6.3,['nm0000148'],[0.0411971503039455],0.0411971503039455,0.0
tt0010219,Hawthorne of the U.S.A.,"['Adventure', 'Comedy', 'Romance']",1919,4.5,['nm0000148'],[-1.4136059273042545],-1.4136059273042545,0.0
tt0012555,Passion Flower,['Drama'],1921,6.4,['nm0000148'],[0.0994405259998946],0.0994405259998946,0.0
tt0012864,The Wonderful Thing,['Drama'],1921,5.4,['nm0000148'],[-0.7046781300947507],-0.7046781300947507,0.0
tt0013229,Her Gilded Cage,"['Drama', 'Romance']",1922,7.0,['nm0000148'],[0.5745222230188425],0.5745222230188425,0.0
tt0013512,The Primitive Lover,"['Comedy', 'Romance']",1922,6.9,['nm0000148'],[0.4941103574093782],0.4941103574093782,0.0
tt0013592,Shadows,['Drama'],1922,6.2,['nm0000148'],[-0.0687727018568736],-0.0687727018568736,0.0
tt0013611,Smilin' Through,['Drama'],1922,7.0,['nm0000148'],[0.5745222230188425],0.5745222230188425,0.0
tt0014205,Little Old New York,"['Comedy', 'Romance']",1923,6.3,['nm0000148'],[0.0042496671147521],0.0042496671147521,0.0
tt0014264,Maytime,"['Drama', 'Romance']",1923,6.7,['nm0000148'],[0.3258971295526106],0.3258971295526106,0.0
tt0014572,Vanity Fair,['Drama'],1923,9.4,['nm0000148'],[2.497017501008153],2.497017501008153,0.0
tt0014689,The Average Woman,['Drama'],1924,6.2,['nm0000148'],[-0.0835516951325512],-0.0835516951325512,0.0
tt0015022,Janice Meredith,"['Drama', 'History', 'Romance']",1924,5.6,['nm0000148'],[-0.5660228887893388],-0.5660228887893388,0.0
tt0016251,Proud Flesh,"['Comedy', 'Drama', 'Romance']",1925,3.4,['nm0000148'],[-2.342473428835397],-2.342473428835397,0.0
tt0016420,That Royle Girl,"['Comedy', 'Drama']",1925,6.3,['nm0000148'],[-0.0105293261609253],-0.0105293261609253,0.0
tt0016560,Zander the Great,"['Action', 'Comedy', 'Drama']",1925,5.4,['nm0000148'],[-0.7342361166461058],-0.7342361166461058,0.0
tt0016597,Almost a Lady,"['Comedy', 'Romance']",1926,6.1,['nm0000148'],[-0.1787425540176936],-0.1787425540176936,0.0
tt0017201,The Nervous Wreck,"['Adventure', 'Comedy', 'Romance']",1926,6.7,['nm0000148'],[0.3037286396390939],0.3037286396390939,0.0
tt0017506,Up in Mabel's Room,['Comedy'],1926,7.3,['nm0000148'],[0.7861998332958808],0.7861998332958808,0.0
tt0017936,The Girl in the Pullman,['Comedy'],1927,7.0,['nm0000148'],[0.537574739829649],0.537574739829649,0.0
tt0018350,Rubber Tires,['Comedy'],1927,7.0,['nm0000148'],[0.537574739829649],0.537574739829649,0.0
tt0018710,A Blonde for a Night,['Comedy'],1928,6.1,['nm0000148'],[-0.1935215472933712],-0.1935215472933712,0.0
tt0019085,Let 'Er Go Gallegher,"['Comedy', 'Crime']",1928,6.6,['nm0000148'],[0.2085377807539514],0.2085377807539514,0.0
tt0019339,The Rush Hour,"['Comedy', 'Drama']",1928,7.3,['nm0000148'],[0.7714208400202034],0.7714208400202034,0.0
tt0019471,Three Week Ends,"['Comedy', 'Drama']",1928,5.7,['nm0000148'],[-0.5151690097312289],-0.5151690097312289,0.0
tt0022093,Love in High Gear,"['Comedy', 'Romance']",1932,5.5,['nm0000148'],[-0.7055507275015132],-0.7055507275015132,0.0
tt0056169,The Laughmakers,['Comedy'],1962,3.8,['nm0000095'],[-1.8180646838441048],-1.8180646838441048,0.0
tt0061177,"What's Up, Tiger Lily?","['Adventure', 'Comedy', 'Crime']",1966,5.9,['nm0000095'],[-0.1955085588953071],-0.1955085588953071,0.0
tt0061286,Our Place,"['Comedy', 'Family', 'Music']",1967,5.6,['nm0000095'],[-0.4423294049584828],-0.4423294049584828,0.0
tt0063894,The Dick Cavett Show,"['Music', 'Talk-Show']",1968,8.4,['nm0000095'],[1.7625171667130846],1.7625171667130846,0.0
tt0064247,Don't Drink the Water,['Comedy'],1969,5.6,['nm0000095'],[-0.4614548226845611],-0.4614548226845611,0.0
tt0065063,Take the Money and Run,"['Comedy', 'Crime']",1969,7.3,['nm0000095'],[0.8830079547828782],0.8830079547828782,0.0
tt0065301,Hot Dog,['Family'],1970,5.8,['nm0000095'],[-0.3128454400808422],-0.3128454400808422,0.0
tt0066260,"Pussycat, Pussycat, I Love You",['Comedy'],1970,4.6,['nm0000095'],[-1.2618779888813876],-1.2618779888813876,0.0
tt0066808,Bananas,['Comedy'],1971,7.0,['nm0000095'],[0.6266243998566637],0.6266243998566637,0.0
tt0068555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,['Comedy'],1972,6.8,['nm0000095'],[0.4588895995268672],0.4588895995268672,0.0
tt0069097,"Play It Again, Sam","['Comedy', 'Romance']",1972,7.6,['nm0000095'],[1.0915779653938973],1.0915779653938973,0.0
tt0070707,Sleeper,"['Comedy', 'Sci-Fi']",1973,7.2,['nm0000095'],[0.7656710735973438],0.7656710735973438,0.0
tt0073312,Love and Death,"['Comedy', 'War']",1975,7.7,['nm0000095'],[1.1419758845381591],1.1419758845381591,0.0
tt0074554,The Front,['Drama'],1976,7.3,['nm0000095'],[0.8160689927416052],0.8160689927416052,0.0
tt0075686,Annie Hall,"['Comedy', 'Romance']",1977,8.0,['nm0000095'],[1.3601086040122172],1.3601086040122172,0.0
tt0077742,Interiors,['Drama'],1978,7.3,['nm0000095'],[0.7969435750155269],0.7969435750155269,0.0
tt0079522,Manhattan,"['Comedy', 'Drama', 'Romance']",1979,7.9,['nm0000095'],[1.2618971405527613],1.2618971405527613,0.0
tt0081554,Stardust Memories,"['Comedy', 'Drama']",1980,7.3,['nm0000095'],[0.7778181572894493],0.7778181572894493,0.0
tt0084329,A Midsummer Night's Sex Comedy,['Comedy'],1982,6.6,['nm0000095'],[0.2050904194297194],0.2050904194297194,0.0
tt0086637,Zelig,['Comedy'],1983,7.7,['nm0000095'],[1.0654742136338469],1.0654742136338469,0.0
tt0087003,Broadway Danny Rose,['Comedy'],1984,7.4,['nm0000095'],[0.8186533675706719],0.8186533675706719,0.0
tt0089853,The Purple Rose of Cairo,"['Comedy', 'Fantasy', 'Romance']",1985,7.7,['nm0000095'],[1.0463487959077693],1.0463487959077693,0.0
tt0091504,Meeting Woody Allen,"['Documentary', 'Short']",1986,6.9,['nm0000095'],[0.4040977211777004],0.4040977211777004,0.0
tt0093349,King Lear,"['Comedy', 'Drama', 'Sci-Fi']",1987,5.6,['nm0000095'],[-0.6335835822192637],-0.6335835822192637,0.0
tt0093818,Radio Days,['Comedy'],1987,7.5,['nm0000095'],[0.8690512867149334],0.8690512867149334,0.0
tt0093940,September,['Drama'],1987,6.5,['nm0000095'],[0.0781908293811455],0.0781908293811455,0.0
tt0094663,Another Woman,['Drama'],1988,7.3,['nm0000095'],[0.7013164863851369],0.7013164863851369,0.0
tt0097123,Crimes and Misdemeanors,"['Comedy', 'Drama']",1989,7.9,['nm0000095'],[1.1662700519223703],1.1662700519223703,0.0
tt0097965,New York Stories,"['Comedy', 'Drama', 'Romance']",1989,6.4,['nm0000095'],[-0.0200206340783112],-0.0200206340783112,0.0
tt0099012,Alice,"['Comedy', 'Romance']",1990,6.6,['nm0000095'],[0.128588748525407],0.128588748525407,0.0
tt0102849,Scenes from a Mall,['Comedy'],1991,5.4,['nm0000095'],[-0.8300065091381765],-0.8300065091381765,0.0
tt0104466,Husbands and Wives,"['Comedy', 'Drama', 'Romance']",1992,7.5,['nm0000095'],[0.8212377423997379],0.8212377423997379,0.0
tt0105378,Shadows and Fog,['Comedy'],1991,6.7,['nm0000095'],[0.1981120853957474],0.1981120853957474,0.0
tt0107507,Manhattan Murder Mystery,"['Comedy', 'Mystery']",1993,7.3,['nm0000095'],[0.6535029420699414],0.6535029420699414,0.0
tt0109348,Bullets Over Broadway,"['Comedy', 'Crime']",1994,7.4,['nm0000095'],[0.7230262789402818],0.7230262789402818,0.0
tt0109644,Don't Drink the Water,['Comedy'],1994,6.2,['nm0000095'],[-0.2260062698602635],-0.2260062698602635,0.0
tt0113819,Mighty Aphrodite,"['Comedy', 'Fantasy', 'Romance']",1995,7.0,['nm0000095'],[0.3971193871437269],0.3971193871437269,0.0
tt0114580,The Sunshine Boys,"['Comedy', 'Drama']",1996,5.8,['nm0000095'],[-0.5614758705198573],-0.5614758705198573,0.0
tt0115816,Candid Camera's 50th Anniversary,"['Comedy', 'Documentary']",1996,5.6,"['nm0000095', 'nm0000036']","[-0.719647961986615, -1.2543076729936828]",-0.9869778174901488,0.2673298555035339
tt0118817,Cannes... les 400 coups,['Documentary'],1997,6.1,['nm0000095'],[-0.3337804421827599],-0.3337804421827599,0.0
tt0118954,Deconstructing Harry,['Comedy'],1997,7.4,['nm0000095'],[0.6943381523511648],0.6943381523511648,0.0
tt0119394,Jack Paar: 'As I Was Saying...',"['Biography', 'Documentary']",1997,7.9,['nm0000095'],[1.0897683810180587],1.0897683810180587,0.0
tt0133962,Men of Crisis: The Harvey Wallinger Story,"['Comedy', 'Short']",1972,6.2,['nm0000095'],[-0.0156266748734051],-0.0156266748734051,0.0
tt0141986,Wild Man Blues,"['Documentary', 'Music', 'Romance']",1997,6.9,['nm0000095'],[0.2989079236842709],0.2989079236842709,0.0
tt0150041,Count Mercury Goes to the Suburbs,['Short'],1997,3.6,['nm0000095'],[-2.310931585517229],-2.310931585517229,0.0
tt0157115,To Woody Allen from Europe with Love,['Documentary'],1980,7.3,['nm0000095'],[0.7778181572894493],0.7778181572894493,0.0
tt0163721,Liv Ullmann scener fra et liv,['Documentary'],1997,6.5,['nm0000095'],[-0.0174362592492444],-0.0174362592492444,0.0
tt0192455,Picking Up the Pieces,"['Comedy', 'Crime', 'Fantasy']",2000,4.8,['nm0000095'],[-1.390587163305801],-1.390587163305801,0.0
tt0196216,Small Time Crooks,"['Comedy', 'Crime']",2000,6.7,['nm0000095'],[0.1120477056283961],0.1120477056283961,0.0
tt0197901,Somebody or The Rise and Fall of Philosophy,['Short'],1989,3.9,['nm0000095'],[-1.9971717774127808],-1.9971717774127808,0.0
tt0211817,The Joe Namath Show,['\\\\N'],1969,7.0,['nm0000095'],[0.645749817582742],0.645749817582742,0.0
tt0248612,The Woody Allen Special,"['Comedy', 'Documentary']",1969,5.4,['nm0000095'],[-0.6196269141513181],-0.6196269141513181,0.0
tt0256524,The Curse of the Jade Scorpion,"['Comedy', 'Crime', 'Mystery']",2001,6.7,['nm0000095'],[0.1024849967653566],0.1024849967653566,0.0
tt0267724,The Making of 'the Front',['Documentary'],1976,5.8,['nm0000095'],[-0.3702216932590764],-0.3702216932590764,0.0
tt0271256,Waiting for Woody,['Documentary'],2000,6.1,['nm0000095'],[-0.3624685687718769],-0.3624685687718769,0.0
tt0278823,Hollywood Ending,"['Comedy', 'Romance']",2002,6.6,['nm0000095'],[0.0138362421689386],0.0138362421689386,0.0
tt0280506,Buñuel en Hollywood,['Documentary'],2000,6.3,['nm0000095'],[-0.2042964773051192],-0.2042964773051192,0.0
tt0282541,Hail Sid Caesar! The Golden Age of Comedy,"['Comedy', 'Documentary']",2001,7.8,['nm0000095'],[0.9724314998325227],0.9724314998325227,0.0
tt0282969,The Sid Caesar Collection: Creating the Comedy,"['Comedy', 'Documentary', 'Family']",2000,6.8,['nm0000095'],[0.1911337513617746],0.1911337513617746,0.0
tt0282970,The Sid Caesar Collection: Inside the Writer's Room,"['Comedy', 'Documentary', 'Family']",2000,7.0,['nm0000095'],[0.3493058428285323],0.3493058428285323,0.0
tt0282971,The Sid Caesar Collection: The Magic of Live TV,"['Comedy', 'Documentary', 'Family']",2000,7.1,['nm0000095'],[0.4283918885619108],0.4283918885619108,0.0
tt0294261,AFI's 100 Years... 100 Movies: In Search of,['Documentary'],1998,5.7,"['nm0000095', 'nm0000032']","[-0.659687333979314, -1.1405598662076617]",-0.9001236000934878,0.2404362661141738
tt0294410,Brooke Shields,"['Biography', 'Documentary']",2001,5.1,['nm0000095'],[-1.1628917349687042],-1.1628917349687042,0.0
tt0295609,The Sid Caesar Collection: The Fan Favorites - Love & Laughter,"['Comedy', 'Documentary', 'Family']",2001,6.6,['nm0000095'],[0.0233989510319774],0.0233989510319774,0.0
tt0298810,The Concert for New York City,"['Documentary', 'Music']",2001,6.3,['nm0000095'],[-0.2138591861681587],-0.2138591861681587,0.0
tt0299150,Sounds from a Town I Love,"['Comedy', 'Short']",2001,6.3,['nm0000095'],[-0.2138591861681587],-0.2138591861681587,0.0
tt0300478,The Sid Caesar Collection: The Fan Favorites - The Professor and Other Clowns,"['Comedy', 'Documentary', 'Family']",2001,6.8,['nm0000095'],[0.1815710424987351],0.1815710424987351,0.0
tt0311797,The Sid Caesar Collection: The Fan Favorites - The Dream Team of Comedy,"['Comedy', 'Documentary', 'Family']",2001,6.6,['nm0000095'],[0.0233989510319774],0.0233989510319774,0.0
tt0313162,The 74th Annual Academy Awards,['Family'],2002,5.9,['nm0000095'],[-0.5397660779647122],-0.5397660779647122,0.0
tt0313792,Anything Else,"['Comedy', 'Romance']",2003,6.3,['nm0000095'],[-0.2329846038942363],-0.2329846038942363,0.0
tt0320769,Woody Allen: A Life in Film,"['Biography', 'Documentary']",2002,7.5,['nm0000095'],[0.7256106537693479],0.7256106537693479,0.0
tt0326053,A Really Big Show: Ed Sullivan's 50th Anniversary,['\\\\N'],1998,6.4,['nm0000095'],[-0.1060850138456624],-0.1060850138456624,0.0
tt0328486,The Subtil Concept,['Short'],1981,3.2,['nm0000095'],[-2.4742724266421194],-2.4742724266421194,0.0
tt0332519,The Woody Allen Show,['Comedy'],1965,6.4,['nm0000095'],[0.2094843786346261],0.2094843786346261,0.0
tt0354781,L'oeuvre et la vie de Woody Allen,['Documentary'],1982,5.8,['nm0000095'],[-0.4275979464373106],-0.4275979464373106,0.0
tt0366933,Woody Allen ou l'anhedoniste le plus drôle du monde,['News'],1979,5.8,['nm0000095'],[-0.3989098198481935],-0.3989098198481935,0.0
tt0374964,Plimpton! Did You Hear the One About?,['Documentary'],1971,5.4,['nm0000095'],[-0.6387523318773964],-0.6387523318773964,0.0
tt0377352,All About Desire: The Passionate Cinema of Pedro Almodovar,"['Biography', 'Documentary']",2001,5.3,['nm0000095'],[-1.0047196435019463],-1.0047196435019463,0.0
tt0378947,Melinda and Melinda,"['Comedy', 'Drama', 'Romance']",2004,6.4,['nm0000095'],[-0.1634612670238966],-0.1634612670238966,0.0
tt0380981,100 Years of Hope and Humor,['Comedy'],2003,5.8,['nm0000095'],[-0.6284148325611302],-0.6284148325611302,0.0
tt0384732,Estudio de actores,"['Game-Show', 'Reality-TV']",2002,1.4,['nm0000095'],[-4.098638135966757],-4.098638135966757,0.0
tt0386033,Sid Caesar Collection: Buried Treasures - Shining Stars,['Comedy'],2003,6.0,['nm0000095'],[-0.4702427410943725],-0.4702427410943725,0.0
tt0386034,Sid Caesar Collection: Buried Treasures - The Impact of Sid Caesar,['Comedy'],2003,6.3,['nm0000095'],[-0.2329846038942363],-0.2329846038942363,0.0
tt0386035,Sid Caesar Collection: Buried Treasures - The Legend of Sid Caesar,['Comedy'],2003,5.6,['nm0000095'],[-0.7865869240278879],-0.7865869240278879,0.0
tt0395267,The Sid Caesar Show,['Comedy'],1958,6.6,['nm0000095'],[0.4345954321426561],0.4345954321426561,0.0
tt0397406,101 Most Shocking Moments in Entertainment,['Documentary'],2003,5.4,['nm0000095'],[-0.9447590154946448],-0.9447590154946448,0.0
tt0398214,NY TV: By the People Who Made It - Part I & II,['Documentary'],1998,8.6,['nm0000095'],[1.63380799228867],1.63380799228867,0.0
tt0401103,Diane Keaton: On Her Own,"['Biography', 'Documentary']",2003,7.7,['nm0000095'],[0.8742200363730668],0.8742200363730668,0.0
tt0403175,Jack Paar: Smart Television,"['Comedy', 'Documentary']",2003,7.4,['nm0000095'],[0.6369618991729306],0.6369618991729306,0.0
tt0407969,The Magic of Fellini,['Documentary'],2002,6.6,['nm0000095'],[0.0138362421689386],0.0138362421689386,0.0
tt0416320,Match Point,"['Drama', 'Romance', 'Thriller']",2005,7.6,['nm0000095'],[0.7760085729136093],0.7760085729136093,0.0
tt0425046,Funny Already: A History of Jewish Comedy,['Documentary'],2004,4.5,['nm0000095'],[-1.6660961359580937],-1.6660961359580937,0.0
tt0425817,Ceremonia de apertura del festival de cine de San Sebastián,['Family'],2004,4.4,['nm0000095'],[-1.745182181691472],-1.745182181691472,0.0
tt0429332,100 Greatest Stand-Ups of All Time,['Comedy'],2004,6.7,['nm0000095'],[0.0737968701762395],0.0737968701762395,0.0
tt0434462,Words in Progress,['Documentary'],2004,4.0,['nm0000095'],[-2.061526364624988],-2.061526364624988,0.0
tt0436327,"François Truffaut, une autobiographie",['Documentary'],2004,7.3,['nm0000095'],[0.5483131445765119],0.5483131445765119,0.0
tt0457243,Hippodrome,['Music'],1966,5.1,['nm0000095'],[-0.828196924762338],-0.828196924762338,0.0
